CustomerID,latest_purchase,frequency,monetary,Recency,clean_date,RScore,FScore,MScore,RFM,Segment
13819,2/3/2011 14:01,3,1140.35,309,2011-02-03,1,3,3,133, POTENTIAL
13821,7/18/2011 9:49,2,385.64,144,2011-07-18,2,2,1,221,LOST CUSTOMER
13822,12/4/2011 12:13,2,632.0,5,2011-12-04,5,2,2,522,NEW CUSTOMER
13823,9/9/2011 10:42,2,957.66,91,2011-09-09,3,2,2,322,LOST CUSTOMER
13824,7/27/2011 9:22,5,1698.94,135,2011-07-27,2,3,3,233,LOST CUSTOMER
13826,7/4/2011 16:27,2,174.65,158,2011-07-04,2,2,1,221,LOST CUSTOMER
13827,7/29/2011 11:45,3,412.05,133,2011-07-29,2,3,1,231,LOST CUSTOMER
13828,11/17/2011 16:02,1,209.49,22,2011-11-17,5,1,1,511, POTENTIAL
13829,12/15/2010 16:36,1,-102.0,359,2010-12-15,1,1,1,111, POTENTIAL
13831,9/13/2011 9:07,6,2202.99,87,2011-09-13,3,4,3,343, LOYAL CUSTOMER
13832,11/22/2011 12:31,2,40.95,17,2011-11-22,5,2,1,521,NEW CUSTOMER
13833,7/3/2011 13:27,1,384.8,159,2011-07-03,2,1,1,211, POTENTIAL
13835,7/7/2011 15:16,4,834.57,155,2011-07-07,2,3,2,232,LOST CUSTOMER
13837,5/12/2011 12:10,2,271.24,211,2011-05-12,2,2,1,221,LOST CUSTOMER
13838,8/14/2011 10:52,4,691.73,117,2011-08-14,3,3,2,332,LOST CUSTOMER
13841,4/1/2011 12:10,1,85.0,252,2011-04-01,1,1,1,111, POTENTIAL
13842,9/28/2011 14:56,9,3385.62,72,2011-09-28,3,4,4,344, LOYAL CUSTOMER
13844,11/28/2011 13:21,1,361.62,11,2011-11-28,5,1,1,511, POTENTIAL
13845,10/6/2011 8:25,1,312.98,64,2011-10-06,3,1,1,311, POTENTIAL
13846,4/8/2011 12:09,4,847.61,245,2011-04-08,1,3,2,132, POTENTIAL
13848,9/8/2011 12:58,3,1255.0,92,2011-09-08,3,3,3,333, LOYAL CUSTOMER
13849,6/22/2011 10:11,2,1537.95,170,2011-06-22,2,2,3,223,LOST CUSTOMER
13850,9/12/2011 18:00,2,1586.81,88,2011-09-12,3,2,3,323,LOST CUSTOMER
13851,9/5/2011 12:36,3,2651.46,95,2011-09-05,3,3,4,334, LOYAL CUSTOMER
13853,12/1/2011 8:12,2,1056.94,8,2011-12-01,5,2,3,523,NEW CUSTOMER
13854,9/8/2011 14:35,29,8025.02,92,2011-09-08,3,5,5,355, LOYAL CUSTOMER
13856,6/9/2011 8:45,5,363.4,183,2011-06-09,2,3,1,231,LOST CUSTOMER
13858,10/13/2011 16:17,1,216.17,57,2011-10-13,4,1,1,411, POTENTIAL
13859,1/17/2011 16:14,1,201.16,326,2011-01-17,1,1,1,111, POTENTIAL
13860,9/19/2011 16:37,6,1240.0,81,2011-09-19,3,4,3,343, LOYAL CUSTOMER
13862,9/28/2011 9:15,10,2187.31,72,2011-09-28,3,5,3,353, LOYAL CUSTOMER
13863,4/8/2011 17:03,2,299.56,245,2011-04-08,1,2,1,121, POTENTIAL
13865,7/26/2011 11:24,4,501.56,136,2011-07-26,2,3,2,232,LOST CUSTOMER
13866,9/26/2011 14:54,1,145.67,74,2011-09-26,3,1,1,311, POTENTIAL
13867,9/26/2011 12:23,3,1015.29,74,2011-09-26,3,3,3,333, LOYAL CUSTOMER
13868,12/2/2011 16:32,2,3192.54,7,2011-12-02,5,2,4,524,NEW CUSTOMER
13869,8/8/2011 13:53,4,3104.95,123,2011-08-08,2,3,4,234,LOST CUSTOMER
13870,8/30/2011 11:32,10,2751.25,101,2011-08-30,3,5,4,354, LOYAL CUSTOMER
13871,9/8/2011 12:51,14,6389.8,92,2011-09-08,3,5,5,355, LOYAL CUSTOMER
13873,8/12/2011 10:08,4,381.7,119,2011-08-12,3,3,1,331,LOST CUSTOMER
13874,12/16/2010 18:20,1,540.45,358,2010-12-16,1,1,2,112, POTENTIAL
13875,7/29/2011 9:11,5,1786.79,133,2011-07-29,2,3,3,233,LOST CUSTOMER
13876,10/7/2011 10:22,1,122.7,63,2011-10-07,3,1,1,311, POTENTIAL
13877,9/14/2011 15:49,1,117.24,86,2011-09-14,3,1,1,311, POTENTIAL
13878,10/16/2011 12:19,1,1281.53,54,2011-10-16,4,1,3,413, POTENTIAL
13880,9/13/2011 9:49,13,3219.77,87,2011-09-13,3,5,4,354, LOYAL CUSTOMER
13881,9/5/2011 11:43,22,16989.52,95,2011-09-05,3,5,5,355, LOYAL CUSTOMER
13882,12/7/2011 11:16,6,1131.28,2,2011-12-07,5,4,3,543, LOYAL CUSTOMER
13883,5/5/2011 12:39,9,2538.75,218,2011-05-05,2,4,4,244, AT RISK 
13884,9/11/2011 13:58,6,781.3,89,2011-09-11,3,4,2,342, AT RISK 
13885,6/3/2011 15:07,2,506.8,189,2011-06-03,2,2,2,222,LOST CUSTOMER
13886,9/29/2011 13:17,1,243.56,71,2011-09-29,3,1,1,311, POTENTIAL
13887,5/19/2011 17:22,1,349.55,204,2011-05-19,2,1,1,211, POTENTIAL
13888,8/12/2011 10:13,2,605.63,119,2011-08-12,3,2,2,322,LOST CUSTOMER
13889,9/8/2011 9:13,1,416.9,92,2011-09-08,3,1,1,311, POTENTIAL
13890,8/24/2011 13:12,14,1860.86,107,2011-08-24,3,5,3,353, LOYAL CUSTOMER
13892,4/7/2011 12:04,4,632.97,246,2011-04-07,1,3,2,132, POTENTIAL
13893,2/15/2011 11:30,1,821.1,297,2011-02-15,1,1,2,112, POTENTIAL
13894,2/2/2011 12:54,5,535.97,310,2011-02-02,1,3,2,132, POTENTIAL
13895,7/19/2011 14:03,5,2588.12,143,2011-07-19,2,3,4,234,LOST CUSTOMER
13897,10/20/2011 14:30,1,311.16,50,2011-10-20,4,1,1,411, POTENTIAL
13898,1/18/2011 10:28,1,155.93,325,2011-01-18,1,1,1,111, POTENTIAL
13899,3/10/2011 9:30,2,388.52,274,2011-03-10,1,2,1,121, POTENTIAL
13900,6/9/2011 19:26,3,740.95,183,2011-06-09,2,3,2,232,LOST CUSTOMER
13901,9/28/2011 14:48,5,2867.2,72,2011-09-28,3,3,4,334, LOYAL CUSTOMER
13904,2/18/2011 11:18,2,332.64,294,2011-02-18,1,2,1,121, POTENTIAL
13908,9/21/2011 11:49,5,2347.05,79,2011-09-21,3,3,3,333, LOYAL CUSTOMER
13911,7/18/2011 13:30,9,2580.91,144,2011-07-18,2,4,4,244, AT RISK 
13914,12/6/2011 10:54,3,613.95,3,2011-12-06,5,3,2,532,NEW CUSTOMER
13917,6/1/2011 12:46,2,272.04,191,2011-06-01,2,2,1,221,LOST CUSTOMER
13918,3/31/2011 18:05,2,1212.84,253,2011-03-31,1,2,3,123, POTENTIAL
13919,8/10/2011 10:15,3,350.16,121,2011-08-10,2,3,1,231,LOST CUSTOMER
13922,12/23/2010 10:38,1,172.25,351,2010-12-23,1,1,1,111, POTENTIAL
13923,10/17/2011 12:33,1,351.13,53,2011-10-17,4,1,1,411, POTENTIAL
13924,9/28/2011 15:07,11,1682.08,72,2011-09-28,3,5,3,353, LOYAL CUSTOMER
13925,9/8/2011 12:47,6,616.65,92,2011-09-08,3,4,2,342, AT RISK 
13926,11/16/2011 13:16,1,223.85,23,2011-11-16,5,1,1,511, POTENTIAL
13927,9/26/2011 12:00,1,348.99,74,2011-09-26,3,1,1,311, POTENTIAL
13928,8/25/2011 12:13,4,464.57,106,2011-08-25,3,3,1,331,LOST CUSTOMER
13929,6/23/2011 15:26,3,802.85,169,2011-06-23,2,3,2,232,LOST CUSTOMER
13930,7/26/2011 11:00,2,337.34,136,2011-07-26,2,2,1,221,LOST CUSTOMER
13931,9/5/2011 10:12,3,1230.93,95,2011-09-05,3,3,3,333, LOYAL CUSTOMER
13932,2/18/2011 12:02,1,307.4,294,2011-02-18,1,1,1,111, POTENTIAL
13933,8/22/2011 14:03,2,608.79,109,2011-08-22,3,2,2,322,LOST CUSTOMER
13934,3/21/2011 8:39,1,922.1,263,2011-03-21,1,1,2,112, POTENTIAL
13936,6/21/2011 17:44,2,361.28,171,2011-06-21,2,2,1,221,LOST CUSTOMER
13937,6/23/2011 16:35,1,158.85,169,2011-06-23,2,1,1,211, POTENTIAL
13938,11/4/2011 14:37,1,71.66,35,2011-11-04,4,1,1,411, POTENTIAL
13939,8/23/2011 11:53,4,556.75,108,2011-08-23,3,3,2,332,LOST CUSTOMER
13940,8/15/2011 12:47,4,839.14,116,2011-08-15,3,3,2,332,LOST CUSTOMER
13941,9/11/2011 12:00,7,4912.41,89,2011-09-11,3,4,4,344, LOYAL CUSTOMER
13946,9/21/2011 13:33,3,561.57,79,2011-09-21,3,3,2,332,LOST CUSTOMER
13947,10/5/2011 14:42,1,90.6,65,2011-10-05,3,1,1,311, POTENTIAL
13948,12/14/2010 10:18,1,102.0,360,2010-12-14,1,1,1,111, POTENTIAL
13949,9/6/2011 11:55,6,2427.32,94,2011-09-06,3,4,3,343, LOYAL CUSTOMER
13950,9/27/2011 14:52,5,728.56,73,2011-09-27,3,3,2,332,LOST CUSTOMER
13951,6/16/2011 16:43,3,674.45,176,2011-06-16,2,3,2,232,LOST CUSTOMER
13952,5/6/2011 9:00,3,3246.091,217,2011-05-06,2,3,4,234,LOST CUSTOMER
13953,8/16/2011 10:03,7,3515.68,115,2011-08-16,3,4,4,344, LOYAL CUSTOMER
13954,9/30/2011 10:52,3,378.59,70,2011-09-30,3,3,1,331,LOST CUSTOMER
13955,7/8/2011 17:19,2,322.96,154,2011-07-08,2,2,1,221,LOST CUSTOMER
13956,7/24/2011 16:12,5,1026.42,138,2011-07-24,2,3,3,233,LOST CUSTOMER
13958,12/2/2010 17:03,1,-102.45,372,2010-12-02,1,1,1,111, POTENTIAL
13959,9/21/2011 15:06,3,598.2,79,2011-09-21,3,3,2,332,LOST CUSTOMER
13960,9/29/2011 12:39,2,230.22,71,2011-09-29,3,2,1,321,LOST CUSTOMER
13962,4/8/2011 11:21,2,169.55,245,2011-04-08,1,2,1,121, POTENTIAL
13963,2/4/2011 14:43,4,664.54,308,2011-02-04,1,3,2,132, POTENTIAL
13967,7/17/2011 12:02,1,80.7,145,2011-07-17,2,1,1,211, POTENTIAL
13969,8/4/2011 16:31,20,8986.69,127,2011-08-04,2,5,5,255, AT RISK 
13971,8/25/2011 14:23,11,2702.22,106,2011-08-25,3,5,4,354, LOYAL CUSTOMER
13972,9/30/2011 11:54,2,190.25,70,2011-09-30,3,2,1,321,LOST CUSTOMER
13973,2/25/2011 15:21,1,264.7,287,2011-02-25,1,1,1,111, POTENTIAL
13974,10/21/2011 14:41,1,413.59,49,2011-10-21,4,1,1,411, POTENTIAL
13975,8/3/2011 13:39,7,2503.23,128,2011-08-03,2,4,4,244, AT RISK 
13976,5/17/2011 9:13,1,357.98,206,2011-05-17,2,1,1,211, POTENTIAL
13978,11/25/2011 11:36,2,196.79,14,2011-11-25,5,2,1,521,NEW CUSTOMER
13979,9/27/2011 13:32,1,869.87,73,2011-09-27,3,1,2,312, POTENTIAL
13980,10/10/2011 13:34,1,200.14,60,2011-10-10,4,1,1,411, POTENTIAL
13982,6/29/2011 15:14,5,1861.11,163,2011-06-29,2,3,3,233,LOST CUSTOMER
13983,9/12/2011 11:41,13,2590.46,88,2011-09-12,3,5,4,354, LOYAL CUSTOMER
13984,8/5/2011 14:30,6,488.03,126,2011-08-05,2,4,1,241, AT RISK 
13985,9/29/2011 8:53,16,7024.53,71,2011-09-29,3,5,5,355, LOYAL CUSTOMER
13986,11/22/2011 15:00,1,320.46,17,2011-11-22,5,1,1,511, POTENTIAL
13988,9/28/2011 10:54,9,4098.8,72,2011-09-28,3,4,4,344, LOYAL CUSTOMER
13989,4/14/2011 15:39,2,1266.08,239,2011-04-14,2,2,3,223,LOST CUSTOMER
13990,5/10/2011 15:19,1,311.3,213,2011-05-10,2,1,1,211, POTENTIAL
13991,9/25/2011 13:47,7,850.63,75,2011-09-25,3,4,2,342, AT RISK 
13992,11/9/2011 15:23,1,76.8,30,2011-11-09,5,1,1,511, POTENTIAL
13993,9/16/2011 8:51,12,3409.66,84,2011-09-16,3,5,4,354, LOYAL CUSTOMER
13994,9/23/2011 10:17,6,2313.14,77,2011-09-23,3,4,3,343, LOYAL CUSTOMER
13995,8/16/2011 9:00,6,1383.49,115,2011-08-16,3,4,3,343, LOYAL CUSTOMER
13999,9/7/2011 10:17,15,3865.26,93,2011-09-07,3,5,4,354, LOYAL CUSTOMER
14000,5/17/2011 13:44,2,633.71,206,2011-05-17,2,2,2,222,LOST CUSTOMER
14001,6/21/2011 17:37,4,2030.33,171,2011-06-21,2,3,3,233,LOST CUSTOMER
14002,7/6/2011 14:59,2,529.73,156,2011-07-06,2,2,2,222,LOST CUSTOMER
14004,9/22/2011 12:42,7,4582.64,78,2011-09-22,3,4,4,344, LOYAL CUSTOMER
14005,9/25/2011 11:29,5,2874.72,75,2011-09-25,3,3,4,334, LOYAL CUSTOMER
14006,8/16/2011 9:39,3,962.19,115,2011-08-16,3,3,2,332,LOST CUSTOMER
14009,5/25/2011 15:47,3,685.93,198,2011-05-25,2,3,2,232,LOST CUSTOMER
14012,3/7/2011 12:26,1,328.8,277,2011-03-07,1,1,1,111, POTENTIAL
14013,8/21/2011 15:01,3,473.02,110,2011-08-21,3,3,1,331,LOST CUSTOMER
14014,9/23/2011 13:18,1,505.18,77,2011-09-23,3,1,2,312, POTENTIAL
14015,10/18/2011 10:02,1,917.34,52,2011-10-18,4,1,2,412, POTENTIAL
14016,7/8/2011 14:27,5,4328.46,154,2011-07-08,2,3,4,234,LOST CUSTOMER
14019,9/2/2011 12:51,4,1398.96,98,2011-09-02,3,3,3,333, LOYAL CUSTOMER
14020,9/12/2011 15:32,2,642.8,88,2011-09-12,3,2,2,322,LOST CUSTOMER
14021,7/7/2011 15:46,3,631.9,155,2011-07-07,2,3,2,232,LOST CUSTOMER
14022,4/28/2011 14:39,1,440.0,225,2011-04-28,2,1,1,211, POTENTIAL
14023,4/3/2011 15:50,2,584.07,250,2011-04-03,1,2,2,122, POTENTIAL
14024,8/7/2011 13:31,2,327.7,124,2011-08-07,2,2,1,221,LOST CUSTOMER
14027,10/10/2011 9:01,1,104.82,60,2011-10-10,4,1,1,411, POTENTIAL
14029,7/18/2011 16:57,2,467.66,144,2011-07-18,2,2,1,221,LOST CUSTOMER
14030,9/11/2011 15:52,8,2360.09,89,2011-09-11,3,4,3,343, LOYAL CUSTOMER
14031,9/26/2011 17:20,23,14634.64,74,2011-09-26,3,5,5,355, LOYAL CUSTOMER
14032,9/13/2011 14:51,18,2929.84,87,2011-09-13,3,5,4,354, LOYAL CUSTOMER
14034,7/5/2011 13:15,4,512.02,157,2011-07-05,2,3,2,232,LOST CUSTOMER
14035,8/24/2011 13:15,5,1428.02,107,2011-08-24,3,3,3,333, LOYAL CUSTOMER
14036,2/28/2011 9:26,1,626.65,284,2011-02-28,1,1,2,112, POTENTIAL
14037,6/16/2011 13:57,2,147.2,176,2011-06-16,2,2,1,221,LOST CUSTOMER
14038,9/22/2011 13:37,4,1554.48,78,2011-09-22,3,3,3,333, LOYAL CUSTOMER
14039,11/6/2011 13:48,1,152.2,33,2011-11-06,4,1,1,411, POTENTIAL
14040,9/6/2011 14:29,15,3542.19,94,2011-09-06,3,5,4,354, LOYAL CUSTOMER
14041,3/18/2011 13:25,1,141.41,266,2011-03-18,1,1,1,111, POTENTIAL
14044,8/28/2011 14:39,4,652.82,103,2011-08-28,3,3,2,332,LOST CUSTOMER
14045,8/22/2011 15:27,4,1659.75,109,2011-08-22,3,3,3,333, LOYAL CUSTOMER
14046,2/28/2011 14:48,1,154.99,284,2011-02-28,1,1,1,111, POTENTIAL
14047,9/27/2011 14:08,7,1290.01,73,2011-09-27,3,4,3,343, LOYAL CUSTOMER
14048,3/7/2011 13:49,2,375.13,277,2011-03-07,1,2,1,121, POTENTIAL
14049,7/4/2011 11:47,6,5639.15,158,2011-07-04,2,4,5,245, AT RISK 
14050,8/25/2011 13:46,2,746.36,106,2011-08-25,3,2,2,322,LOST CUSTOMER
14051,9/9/2011 10:16,26,15477.34,91,2011-09-09,3,5,5,355, LOYAL CUSTOMER
14052,11/20/2011 12:30,1,225.36,19,2011-11-20,5,1,1,511, POTENTIAL
14053,8/7/2011 14:27,2,260.25,124,2011-08-07,2,2,1,221,LOST CUSTOMER
14054,10/5/2011 15:49,1,92.46,65,2011-10-05,3,1,1,311, POTENTIAL
14055,8/25/2011 15:04,1,725.64,106,2011-08-25,3,1,2,312, POTENTIAL
14056,9/16/2011 16:25,29,8124.4,84,2011-09-16,3,5,5,355, LOYAL CUSTOMER
14057,9/11/2011 14:58,18,6147.4,89,2011-09-11,3,5,5,355, LOYAL CUSTOMER
14059,3/18/2011 10:06,1,183.6,266,2011-03-18,1,1,1,111, POTENTIAL
14060,9/21/2011 13:01,20,6135.38,79,2011-09-21,3,5,5,355, LOYAL CUSTOMER
14062,9/9/2011 10:31,12,10464.85,91,2011-09-09,3,5,5,355, LOYAL CUSTOMER
14064,8/18/2011 18:11,7,1188.32,113,2011-08-18,3,4,3,343, LOYAL CUSTOMER
14066,3/18/2011 12:21,1,152.55,266,2011-03-18,1,1,1,111, POTENTIAL
14067,9/4/2011 12:00,2,374.7,96,2011-09-04,3,2,1,321,LOST CUSTOMER
14068,1/23/2011 16:02,1,265.85,320,2011-01-23,1,1,1,111, POTENTIAL
14071,4/12/2011 11:58,9,1307.41,241,2011-04-12,1,4,3,143, POTENTIAL
14073,11/7/2011 15:49,2,139.54,32,2011-11-07,4,2,1,421,NEW CUSTOMER
14075,3/23/2011 16:35,3,942.26,261,2011-03-23,1,3,2,132, POTENTIAL
14076,8/2/2011 15:19,1,122.47,129,2011-08-02,2,1,1,211, POTENTIAL
14077,9/22/2011 13:44,5,499.42,78,2011-09-22,3,3,1,331,LOST CUSTOMER
14078,8/30/2011 12:16,6,1049.37,101,2011-08-30,3,4,3,343, LOYAL CUSTOMER
14079,8/7/2011 12:10,1,375.1,124,2011-08-07,2,1,1,211, POTENTIAL
14080,11/7/2011 11:09,1,45.6,32,2011-11-07,4,1,1,411, POTENTIAL
14081,3/17/2011 14:24,4,904.67,267,2011-03-17,1,3,2,132, POTENTIAL
14082,12/10/2010 11:02,1,182.25,364,2010-12-10,1,1,1,111, POTENTIAL
14083,8/5/2011 14:31,9,1018.43,126,2011-08-05,2,4,3,243, AT RISK 
14085,7/21/2011 13:48,19,4435.79,141,2011-07-21,2,5,4,254, AT RISK 
14087,12/7/2011 12:41,2,181.67,2,2011-12-07,5,2,1,521,NEW CUSTOMER
14088,8/3/2011 11:21,14,50415.49,128,2011-08-03,2,5,5,255, AT RISK 
14089,10/14/2011 10:38,1,161.0,56,2011-10-14,4,1,1,411, POTENTIAL
14090,1/19/2011 10:51,1,76.32,324,2011-01-19,1,1,1,111, POTENTIAL
14092,9/1/2011 10:36,17,4063.1,99,2011-09-01,3,5,4,354, LOYAL CUSTOMER
14093,11/27/2011 16:27,1,442.85,12,2011-11-27,5,1,1,511, POTENTIAL
14096,9/9/2011 15:17,34,57120.91,91,2011-09-09,3,5,5,355, LOYAL CUSTOMER
14098,11/3/2011 10:13,1,147.35,36,2011-11-03,4,1,1,411, POTENTIAL
14099,8/11/2011 15:34,12,3092.97,120,2011-08-11,3,5,4,354, LOYAL CUSTOMER
14100,7/25/2011 11:01,1,194.9,137,2011-07-25,2,1,1,211, POTENTIAL
14101,9/27/2011 12:28,6,5976.79,73,2011-09-27,3,4,5,345, LOYAL CUSTOMER
14102,12/4/2011 15:38,8,1314.73,5,2011-12-04,5,4,3,543, LOYAL CUSTOMER
14104,7/8/2011 12:50,2,216.21,154,2011-07-08,2,2,1,221,LOST CUSTOMER
14105,9/15/2011 16:13,2,1260.33,85,2011-09-15,3,2,3,323,LOST CUSTOMER
14107,9/4/2011 15:20,8,2688.48,96,2011-09-04,3,4,4,344, LOYAL CUSTOMER
14108,9/9/2011 12:38,3,594.16,91,2011-09-09,3,3,2,332,LOST CUSTOMER
14109,9/28/2011 10:18,2,80.2,72,2011-09-28,3,2,1,321,LOST CUSTOMER
14110,9/14/2011 14:28,13,5669.65,86,2011-09-14,3,5,5,355, LOYAL CUSTOMER
14111,9/5/2011 12:21,5,688.6,95,2011-09-05,3,3,2,332,LOST CUSTOMER
14112,8/9/2011 14:20,12,2774.17,122,2011-08-09,2,5,4,254, AT RISK 
14113,9/22/2011 16:46,8,1377.92,78,2011-09-22,3,4,3,343, LOYAL CUSTOMER
14114,3/11/2011 9:42,2,386.53,273,2011-03-11,1,2,1,121, POTENTIAL
14116,9/8/2011 9:51,5,1382.74,92,2011-09-08,3,3,3,333, LOYAL CUSTOMER
14117,7/19/2011 9:49,1,90.0,143,2011-07-19,2,1,1,211, POTENTIAL
14119,12/20/2010 13:58,1,-19.9,354,2010-12-20,1,1,1,111, POTENTIAL
14121,12/6/2011 12:19,6,2740.3,3,2011-12-06,5,4,4,544,CHAMPION
14124,9/16/2011 13:32,1,419.58,84,2011-09-16,3,1,1,311, POTENTIAL
14125,9/22/2011 15:40,3,2740.43,78,2011-09-22,3,3,4,334, LOYAL CUSTOMER
14126,12/2/2011 11:45,4,643.63,7,2011-12-02,5,3,2,532,NEW CUSTOMER
14127,8/9/2011 10:49,3,709.71,122,2011-08-09,2,3,2,232,LOST CUSTOMER
14128,3/29/2011 10:49,2,637.5,255,2011-03-29,1,2,2,122, POTENTIAL
14129,9/5/2011 9:49,5,1123.86,95,2011-09-05,3,3,3,333, LOYAL CUSTOMER
14130,1/24/2011 16:05,1,483.86,319,2011-01-24,1,1,1,111, POTENTIAL
14132,9/13/2011 14:30,12,3580.13,87,2011-09-13,3,5,4,354, LOYAL CUSTOMER
14133,8/2/2011 11:34,5,590.34,129,2011-08-02,2,3,2,232,LOST CUSTOMER
14135,9/25/2011 11:36,15,4690.31,75,2011-09-25,3,5,4,354, LOYAL CUSTOMER
14138,12/8/2011 12:44,2,982.38,1,2011-12-08,5,2,2,522,NEW CUSTOMER
14139,10/24/2011 13:34,1,415.82,46,2011-10-24,4,1,1,411, POTENTIAL
14140,12/6/2011 9:05,3,920.05,3,2011-12-06,5,3,2,532,NEW CUSTOMER
14141,9/27/2011 11:38,6,879.03,73,2011-09-27,3,4,2,342, AT RISK 
14142,12/1/2010 16:33,1,311.81,373,2010-12-01,1,1,1,111, POTENTIAL
14143,7/29/2011 9:48,1,115.8,133,2011-07-29,2,1,1,211, POTENTIAL
14145,7/6/2011 11:52,5,3148.2,156,2011-07-06,2,3,4,234,LOST CUSTOMER
14146,9/19/2011 15:01,6,2949.57,81,2011-09-19,3,4,4,344, LOYAL CUSTOMER
14147,9/22/2011 18:10,3,468.4,78,2011-09-22,3,3,1,331,LOST CUSTOMER
14148,4/20/2011 12:02,1,157.2,233,2011-04-20,2,1,1,211, POTENTIAL
14149,5/5/2011 11:22,3,259.43,218,2011-05-05,2,3,1,231,LOST CUSTOMER
14150,12/15/2010 10:04,2,658.64,359,2010-12-15,1,2,2,122, POTENTIAL
14152,9/25/2011 12:54,3,611.09,75,2011-09-25,3,3,2,332,LOST CUSTOMER
14154,4/14/2011 16:26,2,1345.62,239,2011-04-14,2,2,3,223,LOST CUSTOMER
14155,3/18/2011 14:13,1,118.75,266,2011-03-18,1,1,1,111, POTENTIAL
14156,9/7/2011 16:00,66,113384.14,93,2011-09-07,3,5,5,355, LOYAL CUSTOMER
14157,2/27/2011 15:07,3,400.43,285,2011-02-27,1,3,1,131, POTENTIAL
14158,10/30/2011 15:08,1,507.66,40,2011-10-30,4,1,2,412, POTENTIAL
14159,9/5/2011 12:00,14,4678.3,95,2011-09-05,3,5,4,354, LOYAL CUSTOMER
14161,5/8/2011 11:41,3,1110.52,215,2011-05-08,2,3,3,233,LOST CUSTOMER
14162,6/19/2011 11:36,2,289.36,173,2011-06-19,2,2,1,221,LOST CUSTOMER
14163,9/13/2011 15:18,4,2445.91,87,2011-09-13,3,3,3,333, LOYAL CUSTOMER
14164,9/30/2011 12:24,2,1631.77,70,2011-09-30,3,2,3,323,LOST CUSTOMER
14165,3/9/2011 12:39,1,122.54,275,2011-03-09,1,1,1,111, POTENTIAL
14167,6/27/2011 16:46,4,574.84,165,2011-06-27,2,3,2,232,LOST CUSTOMER
14171,9/2/2011 16:43,1,363.79,98,2011-09-02,3,1,1,311, POTENTIAL
14173,5/4/2011 14:03,4,450.84,219,2011-05-04,2,3,1,231,LOST CUSTOMER
14174,11/6/2011 13:17,1,134.46,33,2011-11-06,4,1,1,411, POTENTIAL
14175,8/16/2011 15:59,7,3108.06,115,2011-08-16,3,4,4,344, LOYAL CUSTOMER
14176,2/15/2011 13:12,5,574.0,297,2011-02-15,1,3,2,132, POTENTIAL
14177,9/5/2011 12:24,5,554.46,95,2011-09-05,3,3,2,332,LOST CUSTOMER
14178,9/2/2011 14:42,7,1620.93,98,2011-09-02,3,4,3,343, LOYAL CUSTOMER
14179,10/30/2011 12:07,2,719.78,40,2011-10-30,4,2,2,422,NEW CUSTOMER
14180,9/9/2011 13:47,31,4640.77,91,2011-09-09,3,5,4,354, LOYAL CUSTOMER
14184,10/4/2011 12:43,1,452.89,66,2011-10-04,3,1,1,311, POTENTIAL
14185,1/12/2011 13:52,1,197.65,331,2011-01-12,1,1,1,111, POTENTIAL
14188,9/29/2011 12:15,10,2018.91,71,2011-09-29,3,5,3,353, LOYAL CUSTOMER
14189,9/4/2011 13:45,24,4604.31,96,2011-09-04,3,5,4,354, LOYAL CUSTOMER
14191,9/20/2011 9:24,14,4660.01,80,2011-09-20,3,5,4,354, LOYAL CUSTOMER
14193,3/15/2011 11:38,2,853.39,269,2011-03-15,1,2,2,122, POTENTIAL
14194,9/9/2011 11:59,32,11216.75,91,2011-09-09,3,5,5,355, LOYAL CUSTOMER
14195,5/22/2011 10:29,3,962.7,201,2011-05-22,2,3,2,232,LOST CUSTOMER
14196,8/25/2011 10:25,1,335.52,106,2011-08-25,3,1,1,311, POTENTIAL
14198,9/21/2011 9:54,7,663.5,79,2011-09-21,3,4,2,342, AT RISK 
14199,5/5/2011 13:44,1,185.4,218,2011-05-05,2,1,1,211, POTENTIAL
14201,9/20/2011 10:47,9,688.04,80,2011-09-20,3,4,2,342, AT RISK 
14204,12/7/2011 13:38,1,161.03,2,2011-12-07,5,1,1,511, POTENTIAL
14205,3/20/2011 15:07,4,218.78,264,2011-03-20,1,3,1,131, POTENTIAL
14206,4/14/2011 16:38,2,308.26,239,2011-04-14,2,2,1,221,LOST CUSTOMER
14208,9/6/2011 12:48,1,151.74,94,2011-09-06,3,1,1,311, POTENTIAL
14209,8/10/2011 16:01,7,2067.13,121,2011-08-10,2,4,3,243, AT RISK 
14210,9/9/2011 12:55,7,1900.89,91,2011-09-09,3,4,3,343, LOYAL CUSTOMER
14211,9/4/2011 10:51,13,2208.3,96,2011-09-04,3,5,3,353, LOYAL CUSTOMER
14212,9/11/2011 12:45,1,1070.48,89,2011-09-11,3,1,3,313, POTENTIAL
14213,12/3/2010 9:47,1,-1192.2,371,2010-12-03,1,1,1,111, POTENTIAL
14214,7/6/2011 15:02,7,1000.23,156,2011-07-06,2,4,3,243, AT RISK 
14215,9/23/2011 10:44,7,1777.92,77,2011-09-23,3,4,3,343, LOYAL CUSTOMER
14216,12/6/2011 14:56,4,1839.3,3,2011-12-06,5,3,3,533, LOYAL CUSTOMER
14217,9/26/2011 15:47,24,1925.36,74,2011-09-26,3,5,3,353, LOYAL CUSTOMER
14218,10/28/2011 10:00,1,169.48,42,2011-10-28,4,1,1,411, POTENTIAL
14219,12/5/2011 16:23,1,89.94,4,2011-12-05,5,1,1,511, POTENTIAL
